,mean,se_mean,sd,n_eff,Rhat
"Rt_adj[1,1]",3.742525136033338,0.012905796670052885,0.0959851961958251,55.31448544389877,1.0615888902563364
"Rt_adj[2,1]",3.742525136033338,0.012905796670052885,0.0959851961958251,55.31448544389877,1.0615888902563364
"Rt_adj[3,1]",3.742525136033338,0.012905796670052885,0.0959851961958251,55.31448544389877,1.0615888902563364
"Rt_adj[4,1]",3.742525136033338,0.012905796670052885,0.0959851961958251,55.31448544389877,1.0615888902563364
"Rt_adj[5,1]",3.742525136033338,0.012905796670052885,0.0959851961958251,55.31448544389877,1.0615888902563364
"Rt_adj[6,1]",3.742525136033338,0.012905796670052885,0.0959851961958251,55.31448544389877,1.0615888902563364
"Rt_adj[7,1]",3.7419288183963766,0.012913367999001316,0.09605941440899196,55.33511470624176,1.0615919300320211
"Rt_adj[8,1]",3.741731390320548,0.012915263527970802,0.0960791143193517,55.34156517607918,1.0615934334476478
"Rt_adj[9,1]",3.7521203790568816,0.012661346590926516,0.10409672194972606,67.59495956867028,1.0519027798680523
"Rt_adj[10,1]",3.751821812225706,0.01266428343123373,0.10412430423089637,67.59942184589444,1.051907679784985
"Rt_adj[11,1]",3.751446476192216,0.012667729905103363,0.1041571373405889,67.60525892437995,1.051913691195431
"Rt_adj[12,1]",3.7509721080084155,0.0126717651997922,0.10419598666920041,67.61261744091536,1.0519212932810245
"Rt_adj[13,1]",3.7503718497861267,0.012676468635854855,0.10424169121896157,67.62173743082307,1.0519310179417813
"Rt_adj[14,1]",1.5434137105722265,0.0088362272273944,0.056912910604555084,41.48468935490682,1.0965604530870658
"Rt_adj[15,1]",1.4282378684069301,0.00736846513460537,0.04604371579243737,39.04690926727507,1.0763840125359363
"Rt_adj[16,1]",1.4280670105077946,0.0073683981124992425,0.046050533832262895,39.059184609466946,1.0763718836403988
"Rt_adj[17,1]",1.132880012126293,0.003882786957432233,0.025662475591788265,43.682750329185865,1.0797608747238339
"Rt_adj[18,1]",1.1327457869674455,0.0038838728523245465,0.025675080822588424,43.70122702987653,1.0797481630015389
"Rt_adj[19,1]",1.1326030461083052,0.003884964634350051,0.025688079544229907,43.72090422897495,1.079735097990889
"Rt_adj[20,1]",1.1324545348081667,0.003886029375382116,0.025701157560775904,43.741453445388935,1.0797217246530546
"Rt_adj[21,1]",1.1323019462721335,0.0038870487384650974,0.025714122076233286,43.762631667756246,1.0797080989377374
"Rt_adj[22,1]",1.1321461090521865,0.003888012642982839,0.02572686806930817,43.784309173633204,1.0796942530110798
"Rt_adj[23,1]",1.1319873514347234,0.0038889152351939257,0.025739340519454926,43.806431486806275,1.0796801976964348
"Rt_adj[24,1]",1.1318257581609048,0.003889752616133235,0.025751509138797354,43.82898444657853,1.079665930314419
"Rt_adj[25,1]",1.1316613121333041,0.0038905216724791007,0.025763354285783538,43.85197256056393,1.0796514408593925
"Rt_adj[26,1]",1.1314939612651802,0.003891219525460825,0.025774860045479374,43.87540785969628,1.079636715669499
"Rt_adj[27,1]",1.131323645488199,0.00389184329680434,0.025786011226770256,43.89930495562013,1.079621739268695
"Rt_adj[28,1]",1.1311503054779235,0.003892390023628512,0.02579679225571698,43.92367920070148,1.079606495154778
"Rt_adj[29,1]",1.1392382277732533,0.0039025848167923436,0.026000816088893885,44.38837615521735,1.0782044312806083
"Rt_adj[30,1]",1.139056039390508,0.0039029981885834973,0.026011023452765843,44.413825498153756,1.078188909655084
"Rt_adj[31,1]",1.1388705858419732,0.0039033242478690193,0.026020808193312445,44.43982129465785,1.0781730270419323
"Rt_adj[32,1]",1.1386817381977081,0.0039035596432128393,0.026030153547979558,44.466384712147274,1.0781567739010152
"Rt_adj[33,1]",1.138489382276,0.0039037008632684827,0.02603904161641686,44.49353687242565,1.0781401371291417
"Rt_adj[34,1]",1.1382934252838255,0.003903744225048084,0.026047453187613513,44.521298545018915,1.0781230990064121
"Rt_adj[35,1]",1.138093788554457,0.0039036858874135355,0.02605536793124619,44.54969051094001,1.078105638361524
"Rt_adj[36,1]",1.1378904005847987,0.0039035218671590838,0.026062764604984665,44.57873392269526,1.0780877316610695
"Rt_adj[37,1]",1.137683192645697,0.003903248051497526,0.026069621203432786,44.60845054770626,1.0780693536692354
"Rt_adj[38,1]",1.1374720964874776,0.0039028602058667635,0.026075915047205148,44.638862914872504,1.0780504777638955
"Rt_adj[39,1]",1.1372570433014868,0.003902353977796988,0.02608162282818112,44.66999440239958,1.0780310760497502
"Rt_adj[40,1]",1.1370379633278818,0.0039017248979621335,0.026086720626379775,44.701869294226206,1.0780111193716033
"Rt_adj[41,1]",1.136814785731954,0.0039009683797174444,0.026091183913191242,44.73451282587905,1.0779905772817233
"Rt_adj[42,1]",1.1365874385878472,0.0039000797177574024,0.026094987547044524,44.76795122620941,1.0779694179908301
"Rt_adj[43,1]",1.1363558488921681,0.0038990540863922908,0.026098105765998705,44.80221175911093,1.0779476083139274
"Rt_adj[44,1]",1.1361199425760227,0.0038978865377159826,0.02610051217979263,44.837322767796294,1.0779251136138617
"Rt_adj[45,1]",1.1358796445095931,0.0038965640755944685,0.026102179762239226,44.87349623415928,1.0779018977433537
"Rt_adj[46,1]",1.1356348785142603,0.003895075456193351,0.026103080842975405,44.91090288508799,1.0778779229879822
"Rt_adj[47,1]",1.1353855673504547,0.0038934289129130754,0.026103187101139038,44.94926278913233,1.0778531500026092
"Rt_adj[48,1]",1.1351316327292398,0.003891618986295532,0.026102469558288495,44.98860934651017,1.0778275377535351
"Rt_adj[49,1]",1.1348729953096457,0.0038896400858848736,0.026100898571991445,45.028977306811235,1.0778010434513126
"Rt_adj[50,1]",1.1346095746841238,0.0038874864887141723,0.026098443831236398,45.070402832787074,1.077773622481469
"Rt_adj[51,1]",1.1343412893879008,0.0038851523378895685,0.026095074351005602,45.112923562113544,1.077745228338662
"Rt_adj[52,1]",1.1340680569153319,0.003882631641052473,0.026090758466319853,45.15657867348252,1.0777158125565087
"Rt_adj[53,1]",1.133789793698068,0.0038799182689337663,0.026085463829290112,45.20140896454288,1.0776853246246982
"Rt_adj[54,1]",1.1335064151166017,0.003877005954260707,0.02607915740573751,45.24745692399544,1.0776537119162743
"Rt_adj[55,1]",1.1332178355077758,0.003873888290503361,0.02607180547184193,45.29476681160802,1.0776209196054432
"Rt_adj[56,1]",1.1329239681621723,0.0038705587307920216,0.02606337361247941,45.343384744505634,1.0775868905816748
"Rt_adj[57,1]",1.132624725330875,0.0038670105869607653,0.026053826719820084,45.39335878613804,1.0775515653620455
"Rt_adj[58,1]",1.1323200182357256,0.00386323702868311,0.026043128992499515,45.4447390401336,1.0775148820004532
"Rt_adj[59,1]",1.1320097570722272,0.003859231082706964,0.02603124393608821,45.49757775176575,1.0774767759903725
"Rt_adj[60,1]",1.1316938510198429,0.003854985632284262,0.026018134364299672,45.55192941323717,1.077437180166496
"Rt_adj[61,1]",1.1313722082521043,0.003850493416689114,0.02600376240105901,45.607850876118015,1.077396024600704
